40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.7028,-73.9903
40.6971,-73.9796
40.6971,-73.9796
40.8097,-73.9502
40.6971,-73.9796
40.6971,-73.9796
40.7028,-73.9903
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.7028,-73.9903
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.7028,-73.9903
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.7028,-73.9903
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.7628,-73.9874
40.743,-74.0059
40.7415,-73.9921
40.7578,-73.986
40.759,-73.9861
40.729,-73.9922
40.6971,-73.9796
40.7611,-73.9858
40.7292,-73.992
40.7616,-73.984
40.7579,-73.983
40.7632,-73.9845
40.6276,-73.9714
40.7558,-73.9849
40.7628,-73.9874
40.7636,-73.9794
40.7284,-73.9878
40.7566,-73.9883
40.6971,-73.9796
43.2994,-74.2179
40.8721,-73.9167
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.7589,-73.9878
40.7558,-73.9849
40.7584,-73.9855
40.6971,-73.9796
40.7284,-73.9878
40.7628,-73.9874
40.7559,-73.9846
40.7292,-73.992
40.7629,-73.9837
40.7557,-73.9882
40.7592,-73.9866
40.7259,-73.9836
40.7587,-73.9873
40.7569,-73.9884
40.7578,-73.986
40.7579,-73.9874
40.7353,-73.9897
40.7736,-73.984
40.72,-73.9936
40.7584,-73.9882
40.7566,-73.9883
40.76,-73.9884
40.7223,-73.9885
40.7592,-73.983
40.7632,-73.9829
40.7588,-73.9873
40.7594,-73.9891
40.7028,-73.9903
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.6971,-73.9796
40.7711,-73.9666
40.6971,-73.9796
40.6971,-73.9796
40.8097,-73.9502
40.6971,-73.9796
40.6971,-73.9796
43.2994,-74.2179
40.7028,-73.9903
40.6971,-73.9796
40.6971,-73.9796
43.2994,-74.2179
40.8721,-73.9167
40.6939258,-73.9854364
40.6939258,-73.9854364
40.8169444,-73.9558332
40.6942696,-73.9187481
40.6939258,-73.9854364
40.6939258,-73.9854364
40.70306,-73.98472
40.6939258,-73.9854364
40.6939258,-73.9854364
40.6939258,-73.9854364
40.6939258,-73.9854364
40.8169444,-73.9558332
40.70306,-73.98472
40.6939258,-73.9854364
40.6939258,-73.9854364
40.6939258,-73.9854364
40.6939258,-73.9854364
40.70306,-73.98472
40.7735431,-73.9587336
40.6939258,-73.9854364
40.6939258,-73.9854364
40.6939258,-73.9854364
40.6939258,-73.9854364
40.6939258,-73.9854364
40.6939258,-73.9854364
40.6939258,-73.9854364
40.8169444,-73.9558332
40.6942696,-73.9187481
40.6939258,-73.9854364
40.6939258,-73.9854364
40.70306,-73.98472
40.6939258,-73.9854364
40.6939258,-73.9854364
40.7556561,-73.8857754
40.6939258,-73.9854364
40.6939258,-73.9854364
40.70306,-73.98472
40.6939258,-73.9854364
40.6939258,-73.9854364
40.7556561,-73.8857754
40.6939258,-73.9854364
40.6939258,-73.9854364
40.74649,-74.00153
40.7628,-73.9836
40.73361,-74.00917
40.7292688,-73.9873612
40.7410861,-73.9896297
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7556561,-73.8857754
40.7057752,-74.0028375
40.7628,-73.9836
40.6939258,-73.9854364
40.74649,-74.00153
40.7292688,-73.9873612
40.7292688,-73.9873612
40.7538628,-73.9893566
40.7538628,-73.9893566
40.6188823,-73.9654888
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.6939258,-73.9854364
40.8972514,-73.8864989
40.7556561,-73.8857754
40.8747096,-73.9119788
40.6939258,-73.9854364
40.6939258,-73.9854364
40.7556561,-73.8857754
40.7735431,-73.9587336
40.6939258,-73.9854364
40.6939258,-73.9854364
40.7556561,-73.8857754
40.8169444,-73.9558332
40.7251022,-73.9795832
40.6939258,-73.9854364
40.6939258,-73.9854364
40.7292688,-73.9873612
40.7292688,-73.9873612
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.7538628,-73.9893566
40.72296,-73.99555
40.7159357,-73.9868056
40.7159357,-73.9868056
40.7677778,-73.9913888
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.7628,-73.9836
40.7359923,-73.9903396
40.70306,-73.98472
40.7556561,-73.8857754
40.6939258,-73.9854364
40.6939258,-73.9854364
40.7556561,-73.8857754
40.6939258,-73.9854364
40.6939258,-73.9854364
40.7735431,-73.9587336
40.7735431,-73.9587336
40.6939258,-73.9854364
40.6939258,-73.9854364
40.7556561,-73.8857754
40.8169444,-73.9558332
40.6939258,-73.9854364
40.6939258,-73.9854364
40.8972514,-73.8864989
40.70306,-73.98472
40.7556561,-73.8857754
40.6939258,-73.9854364
40.6939258,-73.9854364
40.7735431,-73.9587336
40.8747096,-73.9119788
40.8972514,-73.8864989
