,Day_Date,Day_Name,Hour,Temp_Avg,Conditions,Conditions2,day,month,hour,timestamp
0,1-Aug,Tuesday,12:00 AM,75.9,Clear,0,8,1,0,8/1/2017 0:00
1,1-Aug,Tuesday,1:00 AM,75.9,Clear,0,8,1,1,8/1/2017 1:00
2,1-Aug,Tuesday,2:00 AM,75,Clear,0,8,1,2,8/1/2017 2:00
3,1-Aug,Tuesday,3:00 AM,73.9,Clear,0,8,1,3,8/1/2017 3:00
4,1-Aug,Tuesday,4:00 AM,73.9,Clear,0,8,1,4,8/1/2017 4:00
5,1-Aug,Tuesday,5:00 AM,71.1,Clear,0,8,1,5,8/1/2017 5:00
6,1-Aug,Tuesday,6:00 AM,72,Clear,0,8,1,6,8/1/2017 6:00
7,1-Aug,Tuesday,7:00 AM,75,Clear,0,8,1,7,8/1/2017 7:00
8,1-Aug,Tuesday,8:00 AM,77,Clear,0,8,1,8,8/1/2017 8:00
9,1-Aug,Tuesday,9:00 AM,81,Clear,0,8,1,9,8/1/2017 9:00
10,1-Aug,Tuesday,10:00 AM,82,Clear,0,8,1,10,8/1/2017 10:00
11,1-Aug,Tuesday,11:00 AM,86,Clear,0,8,1,11,8/1/2017 11:00
12,1-Aug,Tuesday,12:00 PM,87.1,Clear,0,8,1,12,8/1/2017 12:00
13,1-Aug,Tuesday,1:00 PM,89.1,Clear,0,8,1,13,8/1/2017 13:00
14,1-Aug,Tuesday,2:00 PM,91,Clear,0,8,1,14,8/1/2017 14:00
15,1-Aug,Tuesday,3:00 PM,89.1,Clear,0,8,1,15,8/1/2017 15:00
16,1-Aug,Tuesday,4:00 PM,86,Clear,0,8,1,16,8/1/2017 16:00
17,1-Aug,Tuesday,5:00 PM,86,Clear,0,8,1,17,8/1/2017 17:00
18,1-Aug,Tuesday,6:00 PM,84,Clear,0,8,1,18,8/1/2017 18:00
19,1-Aug,Tuesday,7:00 PM,82,Clear,0,8,1,19,8/1/2017 19:00
20,1-Aug,Tuesday,8:00 PM,81,Clear,0,8,1,20,8/1/2017 20:00
21,1-Aug,Tuesday,9:00 PM,81,Clear,0,8,1,21,8/1/2017 21:00
22,1-Aug,Tuesday,10:00 PM,80.1,Clear,0,8,1,22,8/1/2017 22:00
23,1-Aug,Tuesday,11:00 PM,79,Clear,0,8,1,23,8/1/2017 23:00
24,2-Aug,Wednesday,12:00 AM,78.1,Clear,0,8,2,0,8/2/2017 0:00
25,2-Aug,Wednesday,1:00 AM,78.1,Clear,0,8,2,1,8/2/2017 1:00
26,2-Aug,Wednesday,2:00 AM,78.1,Clear,0,8,2,2,8/2/2017 2:00
27,2-Aug,Wednesday,3:00 AM,77,Clear,0,8,2,3,8/2/2017 3:00
28,2-Aug,Wednesday,4:00 AM,77,Clear,0,8,2,4,8/2/2017 4:00
29,2-Aug,Wednesday,5:00 AM,75.9,Clear,0,8,2,5,8/2/2017 5:00
30,2-Aug,Wednesday,6:00 AM,75.9,Clear,0,8,2,6,8/2/2017 6:00
31,2-Aug,Wednesday,7:00 AM,77,Clear,0,8,2,7,8/2/2017 7:00
32,2-Aug,Wednesday,8:00 AM,79,Clear,0,8,2,8,8/2/2017 8:00
33,2-Aug,Wednesday,9:00 AM,81,Haze,1,8,2,9,8/2/2017 9:00
34,2-Aug,Wednesday,10:00 AM,84,Clear,0,8,2,10,8/2/2017 10:00
35,2-Aug,Wednesday,11:00 AM,86,Clear,0,8,2,11,8/2/2017 11:00
36,2-Aug,Wednesday,12:00 PM,79,Light Rain,3,8,2,12,8/2/2017 12:00
37,2-Aug,Wednesday,1:00 PM,78.1,Light Rain,3,8,2,13,8/2/2017 13:00
38,2-Aug,Wednesday,2:00 PM,78.1,Scattered Clouds,0,8,2,14,8/2/2017 14:00
39,2-Aug,Wednesday,3:00 PM,78.1,Scattered Clouds,0,8,2,15,8/2/2017 15:00
40,2-Aug,Wednesday,4:00 PM,73,Light Rain,3,8,2,16,8/2/2017 16:00
41,2-Aug,Wednesday,5:00 PM,69.8,Rain,3,8,2,17,8/2/2017 17:00
42,2-Aug,Wednesday,6:00 PM,70,Partly Cloudy,5,8,2,18,8/2/2017 18:00
43,2-Aug,Wednesday,7:00 PM,69.1,Clear,0,8,2,19,8/2/2017 19:00
44,2-Aug,Wednesday,8:00 PM,69.1,Clear,0,8,2,20,8/2/2017 20:00
45,2-Aug,Wednesday,9:00 PM,69.1,Clear,0,8,2,21,8/2/2017 21:00
46,2-Aug,Wednesday,10:00 PM,70,Clear,0,8,2,22,8/2/2017 22:00
47,2-Aug,Wednesday,11:00 PM,70,Clear,0,8,2,23,8/2/2017 23:00
48,3-Aug,Thursday,12:00 AM,70,Clear,0,8,3,0,8/3/2017 0:00
49,3-Aug,Thursday,1:00 AM,70,Clear,0,8,3,1,8/3/2017 1:00
50,3-Aug,Thursday,2:00 AM,70,Clear,0,8,3,2,8/3/2017 2:00
51,3-Aug,Thursday,3:00 AM,69.1,Clear,0,8,3,3,8/3/2017 3:00
52,3-Aug,Thursday,4:00 AM,69.1,Clear,0,8,3,4,8/3/2017 4:00
53,3-Aug,Thursday,5:00 AM,69.1,Clear,0,8,3,5,8/3/2017 5:00
54,3-Aug,Thursday,6:00 AM,70,Mostly Cloudy,4,8,3,6,8/3/2017 6:00
55,3-Aug,Thursday,7:00 AM,71.1,Overcast,4,8,3,7,8/3/2017 7:00
56,3-Aug,Thursday,8:00 AM,73,Haze,1,8,3,8,8/3/2017 8:00
57,3-Aug,Thursday,9:00 AM,73.9,Haze,1,8,3,9,8/3/2017 9:00
58,3-Aug,Thursday,10:00 AM,79,Clear,0,8,3,10,8/3/2017 10:00
59,3-Aug,Thursday,11:00 AM,82.9,Clear,0,8,3,11,8/3/2017 11:00
60,3-Aug,Thursday,12:00 PM,84.9,Clear,0,8,3,12,8/3/2017 12:00
61,3-Aug,Thursday,1:00 PM,86,Clear,0,8,3,13,8/3/2017 13:00
62,3-Aug,Thursday,2:00 PM,84.9,Partly Cloudy,5,8,3,14,8/3/2017 14:00
63,3-Aug,Thursday,3:00 PM,84,Partly Cloudy,5,8,3,15,8/3/2017 15:00
64,3-Aug,Thursday,4:00 PM,81,Clear,0,8,3,16,8/3/2017 16:00
65,3-Aug,Thursday,5:00 PM,81,Clear,0,8,3,17,8/3/2017 17:00
66,3-Aug,Thursday,6:00 PM,79,Clear,0,8,3,18,8/3/2017 18:00
67,3-Aug,Thursday,7:00 PM,78.1,Clear,0,8,3,19,8/3/2017 19:00
68,3-Aug,Thursday,8:00 PM,78.1,Clear,0,8,3,20,8/3/2017 20:00
69,3-Aug,Thursday,9:00 PM,75.9,Clear,0,8,3,21,8/3/2017 21:00
70,3-Aug,Thursday,10:00 PM,75.9,Clear,0,8,3,22,8/3/2017 22:00
71,3-Aug,Thursday,11:00 PM,75.9,Clear,0,8,3,23,8/3/2017 23:00
72,4-Aug,Friday,12:00 AM,75,Clear,0,8,4,0,8/4/2017 0:00
73,4-Aug,Friday,1:00 AM,73.9,Clear,0,8,4,1,8/4/2017 1:00
74,4-Aug,Friday,2:00 AM,73.9,Scattered Clouds,0,8,4,2,8/4/2017 2:00
75,4-Aug,Friday,3:00 AM,73.9,Scattered Clouds,0,8,4,3,8/4/2017 3:00
76,4-Aug,Friday,4:00 AM,73.9,Clear,0,8,4,4,8/4/2017 4:00
77,4-Aug,Friday,5:00 AM,73.9,Partly Cloudy,5,8,4,5,8/4/2017 5:00
78,4-Aug,Friday,6:00 AM,75.9,Mostly Cloudy,4,8,4,6,8/4/2017 6:00
79,4-Aug,Friday,7:00 AM,73,Rain,3,8,4,7,8/4/2017 7:00
80,4-Aug,Friday,8:00 AM,71.1,Mostly Cloudy,4,8,4,8,8/4/2017 8:00
81,4-Aug,Friday,9:00 AM,73,Partly Cloudy,5,8,4,9,8/4/2017 9:00
82,4-Aug,Friday,10:00 AM,75.9,Mostly Cloudy,4,8,4,10,8/4/2017 10:00
83,4-Aug,Friday,11:00 AM,80.1,Clear,0,8,4,11,8/4/2017 11:00
84,4-Aug,Friday,12:00 PM,82,Clear,0,8,4,12,8/4/2017 12:00
85,4-Aug,Friday,1:00 PM,82,Clear,0,8,4,13,8/4/2017 13:00
86,4-Aug,Friday,2:00 PM,82.9,Clear,0,8,4,14,8/4/2017 14:00
87,4-Aug,Friday,3:00 PM,81,Clear,0,8,4,15,8/4/2017 15:00
88,4-Aug,Friday,4:00 PM,81,Clear,0,8,4,16,8/4/2017 16:00
89,4-Aug,Friday,5:00 PM,79,Clear,0,8,4,17,8/4/2017 17:00
90,4-Aug,Friday,6:00 PM,78.1,Clear,0,8,4,18,8/4/2017 18:00
91,4-Aug,Friday,7:00 PM,77,Mostly Cloudy,4,8,4,19,8/4/2017 19:00
92,4-Aug,Friday,8:00 PM,77,Mostly Cloudy,4,8,4,20,8/4/2017 20:00
93,4-Aug,Friday,9:00 PM,75.9,Mostly Cloudy,4,8,4,21,8/4/2017 21:00
94,4-Aug,Friday,10:00 PM,75.9,Scattered Clouds,0,8,4,22,8/4/2017 22:00
95,4-Aug,Friday,11:00 PM,75,Mostly Cloudy,4,8,4,23,8/4/2017 23:00
96,5-Aug,Saturday,12:00 AM,75.9,Overcast,4,8,5,0,8/5/2017 0:00
97,5-Aug,Saturday,1:00 AM,75,Overcast,4,8,5,1,8/5/2017 1:00
98,5-Aug,Saturday,2:00 AM,75.9,Overcast,4,8,5,2,8/5/2017 2:00
99,5-Aug,Saturday,3:00 AM,75,Partly Cloudy,5,8,5,3,8/5/2017 3:00
100,5-Aug,Saturday,4:00 AM,73.9,Light Rain,3,8,5,4,8/5/2017 4:00
101,5-Aug,Saturday,5:00 AM,73.9,Rain,3,8,5,5,8/5/2017 5:00
102,5-Aug,Saturday,6:00 AM,73.9,Rain,3,8,5,6,8/5/2017 6:00
103,5-Aug,Saturday,7:00 AM,71.1,Mostly Cloudy,4,8,5,7,8/5/2017 7:00
104,5-Aug,Saturday,8:00 AM,71.1,Overcast,4,8,5,8,8/5/2017 8:00
105,5-Aug,Saturday,9:00 AM,70,Overcast,4,8,5,9,8/5/2017 9:00
106,5-Aug,Saturday,10:00 AM,73,Mostly Cloudy,4,8,5,10,8/5/2017 10:00
107,5-Aug,Saturday,11:00 AM,75.9,Mostly Cloudy,4,8,5,11,8/5/2017 11:00
108,5-Aug,Saturday,12:00 PM,75.9,Overcast,4,8,5,12,8/5/2017 12:00
109,5-Aug,Saturday,1:00 PM,75.9,Overcast,4,8,5,13,8/5/2017 13:00
110,5-Aug,Saturday,2:00 PM,75.9,Overcast,4,8,5,14,8/5/2017 14:00
111,5-Aug,Saturday,3:00 PM,75.9,Mostly Cloudy,4,8,5,15,8/5/2017 15:00
112,5-Aug,Saturday,4:00 PM,77,Scattered Clouds,0,8,5,16,8/5/2017 16:00
113,5-Aug,Saturday,5:00 PM,75.9,Partly Cloudy,5,8,5,17,8/5/2017 17:00
114,5-Aug,Saturday,6:00 PM,75,Mostly Cloudy,4,8,5,18,8/5/2017 18:00
115,5-Aug,Saturday,7:00 PM,73.9,Clear,0,8,5,19,8/5/2017 19:00
116,5-Aug,Saturday,8:00 PM,73,Clear,0,8,5,20,8/5/2017 20:00
117,5-Aug,Saturday,9:00 PM,72,Clear,0,8,5,21,8/5/2017 21:00
118,5-Aug,Saturday,10:00 PM,72,Clear,0,8,5,22,8/5/2017 22:00
119,5-Aug,Saturday,11:00 PM,70,Clear,0,8,5,23,8/5/2017 23:00
120,6-Aug,Sunday,12:00 AM,70,Clear,0,8,6,0,8/6/2017 0:00
121,6-Aug,Sunday,1:00 AM,68,Clear,0,8,6,1,8/6/2017 1:00
122,6-Aug,Sunday,2:00 AM,66.9,Clear,0,8,6,2,8/6/2017 2:00
123,6-Aug,Sunday,3:00 AM,66,Clear,0,8,6,3,8/6/2017 3:00
124,6-Aug,Sunday,4:00 AM,64.9,Clear,0,8,6,4,8/6/2017 4:00
125,6-Aug,Sunday,5:00 AM,64.9,Clear,0,8,6,5,8/6/2017 5:00
126,6-Aug,Sunday,6:00 AM,64,Clear,0,8,6,6,8/6/2017 6:00
127,6-Aug,Sunday,7:00 AM,64.9,Clear,0,8,6,7,8/6/2017 7:00
128,6-Aug,Sunday,8:00 AM,66.9,Clear,0,8,6,8,8/6/2017 8:00
129,6-Aug,Sunday,9:00 AM,68,Clear,0,8,6,9,8/6/2017 9:00
130,6-Aug,Sunday,10:00 AM,70,Clear,0,8,6,10,8/6/2017 10:00
131,6-Aug,Sunday,11:00 AM,71.1,Clear,0,8,6,11,8/6/2017 11:00
132,6-Aug,Sunday,12:00 PM,73.9,Clear,0,8,6,12,8/6/2017 12:00
133,6-Aug,Sunday,1:00 PM,75.9,Clear,0,8,6,13,8/6/2017 13:00
134,6-Aug,Sunday,2:00 PM,73.9,Clear,0,8,6,14,8/6/2017 14:00
135,6-Aug,Sunday,3:00 PM,75,Clear,0,8,6,15,8/6/2017 15:00
136,6-Aug,Sunday,4:00 PM,75,Clear,0,8,6,16,8/6/2017 16:00
137,6-Aug,Sunday,5:00 PM,73,Clear,0,8,6,17,8/6/2017 17:00
138,6-Aug,Sunday,6:00 PM,73,Clear,0,8,6,18,8/6/2017 18:00
139,6-Aug,Sunday,7:00 PM,72,Clear,0,8,6,19,8/6/2017 19:00
140,6-Aug,Sunday,8:00 PM,71.1,Clear,0,8,6,20,8/6/2017 20:00
141,6-Aug,Sunday,9:00 PM,70,Clear,0,8,6,21,8/6/2017 21:00
142,6-Aug,Sunday,10:00 PM,70,Clear,0,8,6,22,8/6/2017 22:00
143,6-Aug,Sunday,11:00 PM,69.1,Clear,0,8,6,23,8/6/2017 23:00
144,7-Aug,Monday,12:00 AM,70,Clear,0,8,7,0,8/7/2017 0:00
145,7-Aug,Monday,1:00 AM,69.1,Clear,0,8,7,1,8/7/2017 1:00
146,7-Aug,Monday,2:00 AM,68,Clear,0,8,7,2,8/7/2017 2:00
147,7-Aug,Monday,3:00 AM,69.1,Scattered Clouds,0,8,7,3,8/7/2017 3:00
148,7-Aug,Monday,4:00 AM,69.1,Overcast,4,8,7,4,8/7/2017 4:00
149,7-Aug,Monday,5:00 AM,70,Overcast,4,8,7,5,8/7/2017 5:00
150,7-Aug,Monday,6:00 AM,70,Overcast,4,8,7,6,8/7/2017 6:00
151,7-Aug,Monday,7:00 AM,71.1,Overcast,4,8,7,7,8/7/2017 7:00
152,7-Aug,Monday,8:00 AM,70,Light Rain,3,8,7,8,8/7/2017 8:00
153,7-Aug,Monday,9:00 AM,68,Heavy Rain,2,8,7,9,8/7/2017 9:00
154,7-Aug,Monday,10:00 AM,66.9,Overcast,4,8,7,10,8/7/2017 10:00
155,7-Aug,Monday,11:00 AM,66,Light Rain,3,8,7,11,8/7/2017 11:00
156,7-Aug,Monday,12:00 PM,66.9,Light Rain,3,8,7,12,8/7/2017 12:00
157,7-Aug,Monday,1:00 PM,66.9,Light Rain,3,8,7,13,8/7/2017 13:00
158,7-Aug,Monday,2:00 PM,66,Light Rain,3,8,7,14,8/7/2017 14:00
159,7-Aug,Monday,3:00 PM,66.9,Rain,3,8,7,15,8/7/2017 15:00
160,7-Aug,Monday,4:00 PM,64,Light Rain,3,8,7,16,8/7/2017 16:00
161,7-Aug,Monday,5:00 PM,64.9,Light Rain,3,8,7,17,8/7/2017 17:00
162,7-Aug,Monday,6:00 PM,64.9,Light Rain,3,8,7,18,8/7/2017 18:00
163,7-Aug,Monday,7:00 PM,66,Light Rain,3,8,7,19,8/7/2017 19:00
164,7-Aug,Monday,8:00 PM,66,Light Rain,3,8,7,20,8/7/2017 20:00
165,7-Aug,Monday,9:00 PM,66,Overcast,4,8,7,21,8/7/2017 21:00
166,7-Aug,Monday,10:00 PM,66,Overcast,4,8,7,22,8/7/2017 22:00
167,7-Aug,Monday,11:00 PM,66,Overcast,4,8,7,23,8/7/2017 23:00
168,8-Aug,Tuesday,12:00 AM,66.9,Overcast,4,8,8,0,8/8/2017 0:00
169,8-Aug,Tuesday,1:00 AM,66.9,Mostly Cloudy,4,8,8,1,8/8/2017 1:00
170,8-Aug,Tuesday,2:00 AM,66.9,Overcast,4,8,8,2,8/8/2017 2:00
171,8-Aug,Tuesday,3:00 AM,66.9,Overcast,4,8,8,3,8/8/2017 3:00
172,8-Aug,Tuesday,4:00 AM,66.9,Overcast,4,8,8,4,8/8/2017 4:00
173,8-Aug,Tuesday,5:00 AM,66.9,Overcast,4,8,8,5,8/8/2017 5:00
174,8-Aug,Tuesday,6:00 AM,66.9,Overcast,4,8,8,6,8/8/2017 6:00
175,8-Aug,Tuesday,7:00 AM,68,Overcast,4,8,8,7,8/8/2017 7:00
176,8-Aug,Tuesday,8:00 AM,66.9,Light Drizzle,3,8,8,8,8/8/2017 8:00
177,8-Aug,Tuesday,9:00 AM,71.1,Mostly Cloudy,4,8,8,9,8/8/2017 9:00
178,8-Aug,Tuesday,10:00 AM,71.1,Mostly Cloudy,4,8,8,10,8/8/2017 10:00
179,8-Aug,Tuesday,11:00 AM,73.9,Mostly Cloudy,4,8,8,11,8/8/2017 11:00
180,8-Aug,Tuesday,12:00 PM,75.9,Mostly Cloudy,4,8,8,12,8/8/2017 12:00
181,8-Aug,Tuesday,1:00 PM,77,Mostly Cloudy,4,8,8,13,8/8/2017 13:00
182,8-Aug,Tuesday,2:00 PM,79,Mostly Cloudy,4,8,8,14,8/8/2017 14:00
183,8-Aug,Tuesday,3:00 PM,81,Mostly Cloudy,4,8,8,15,8/8/2017 15:00
184,8-Aug,Tuesday,4:00 PM,81,Mostly Cloudy,4,8,8,16,8/8/2017 16:00
185,8-Aug,Tuesday,5:00 PM,80.1,Mostly Cloudy,4,8,8,17,8/8/2017 17:00
186,8-Aug,Tuesday,6:00 PM,78.1,Scattered Clouds,0,8,8,18,8/8/2017 18:00
187,8-Aug,Tuesday,7:00 PM,73.9,Scattered Clouds,0,8,8,19,8/8/2017 19:00
188,8-Aug,Tuesday,8:00 PM,72,Scattered Clouds,0,8,8,20,8/8/2017 20:00
189,8-Aug,Tuesday,9:00 PM,71.1,Partly Cloudy,5,8,8,21,8/8/2017 21:00
190,8-Aug,Tuesday,10:00 PM,72,Partly Cloudy,5,8,8,22,8/8/2017 22:00
191,8-Aug,Tuesday,11:00 PM,73,Scattered Clouds,0,8,8,23,8/8/2017 23:00
192,9-Aug,Wednesday,12:00 AM,70,Partly Cloudy,5,8,9,0,8/9/2017 0:00
193,9-Aug,Wednesday,1:00 AM,73,Partly Cloudy,5,8,9,1,8/9/2017 1:00
194,9-Aug,Wednesday,2:00 AM,70,Partly Cloudy,5,8,9,2,8/9/2017 2:00
195,9-Aug,Wednesday,3:00 AM,66.9,Clear,0,8,9,3,8/9/2017 3:00
196,9-Aug,Wednesday,4:00 AM,66,Clear,0,8,9,4,8/9/2017 4:00
197,9-Aug,Wednesday,5:00 AM,66.9,Partly Cloudy,5,8,9,5,8/9/2017 5:00
198,9-Aug,Wednesday,6:00 AM,68,Partly Cloudy,5,8,9,6,8/9/2017 6:00
199,9-Aug,Wednesday,7:00 AM,73,Partly Cloudy,5,8,9,7,8/9/2017 7:00
200,9-Aug,Wednesday,8:00 AM,75.9,Partly Cloudy,5,8,9,8,8/9/2017 8:00
201,9-Aug,Wednesday,9:00 AM,79,Partly Cloudy,5,8,9,9,8/9/2017 9:00
202,9-Aug,Wednesday,10:00 AM,80.1,Partly Cloudy,5,8,9,10,8/9/2017 10:00
203,9-Aug,Wednesday,11:00 AM,81,Partly Cloudy,5,8,9,11,8/9/2017 11:00
204,9-Aug,Wednesday,12:00 PM,80.1,Partly Cloudy,5,8,9,12,8/9/2017 12:00
205,9-Aug,Wednesday,1:00 PM,81,Partly Cloudy,5,8,9,13,8/9/2017 13:00
206,9-Aug,Wednesday,2:00 PM,80.1,Partly Cloudy,5,8,9,14,8/9/2017 14:00
207,9-Aug,Wednesday,3:00 PM,81,Partly Cloudy,5,8,9,15,8/9/2017 15:00
208,9-Aug,Wednesday,4:00 PM,80.1,Partly Cloudy,5,8,9,16,8/9/2017 16:00
209,9-Aug,Wednesday,5:00 PM,78.1,Partly Cloudy,5,8,9,17,8/9/2017 17:00
210,9-Aug,Wednesday,6:00 PM,75.9,Partly Cloudy,5,8,9,18,8/9/2017 18:00
211,9-Aug,Wednesday,7:00 PM,73.9,Partly Cloudy,5,8,9,19,8/9/2017 19:00
212,9-Aug,Wednesday,8:00 PM,73,Partly Cloudy,5,8,9,20,8/9/2017 20:00
213,9-Aug,Wednesday,9:00 PM,73,Partly Cloudy,5,8,9,21,8/9/2017 21:00
214,9-Aug,Wednesday,10:00 PM,71.1,Partly Cloudy,5,8,9,22,8/9/2017 22:00
215,9-Aug,Wednesday,11:00 PM,70,Scattered Clouds,0,8,9,23,8/9/2017 23:00
216,10-Aug,Thursday,12:00 AM,72,Clear,0,8,10,0,8/10/2017 0:00
217,10-Aug,Thursday,1:00 AM,72,Clear,0,8,10,1,8/10/2017 1:00
218,10-Aug,Thursday,2:00 AM,71.1,Clear,0,8,10,2,8/10/2017 2:00
219,10-Aug,Thursday,3:00 AM,71.1,Clear,0,8,10,3,8/10/2017 3:00
220,10-Aug,Thursday,4:00 AM,70,Clear,0,8,10,4,8/10/2017 4:00
221,10-Aug,Thursday,5:00 AM,69.1,Clear,0,8,10,5,8/10/2017 5:00
222,10-Aug,Thursday,6:00 AM,69.1,Clear,0,8,10,6,8/10/2017 6:00
223,10-Aug,Thursday,7:00 AM,72,Clear,0,8,10,7,8/10/2017 7:00
224,10-Aug,Thursday,8:00 AM,75,Clear,0,8,10,8,8/10/2017 8:00
225,10-Aug,Thursday,9:00 AM,78.1,Clear,0,8,10,9,8/10/2017 9:00
226,10-Aug,Thursday,10:00 AM,80.1,Clear,0,8,10,10,8/10/2017 10:00
227,10-Aug,Thursday,11:00 AM,78.1,Overcast,4,8,10,11,8/10/2017 11:00
228,10-Aug,Thursday,12:00 PM,79,Overcast,4,8,10,12,8/10/2017 12:00
229,10-Aug,Thursday,1:00 PM,82.9,Mostly Cloudy,4,8,10,13,8/10/2017 13:00
230,10-Aug,Thursday,2:00 PM,82,Clear,0,8,10,14,8/10/2017 14:00
231,10-Aug,Thursday,3:00 PM,81,Clear,0,8,10,15,8/10/2017 15:00
232,10-Aug,Thursday,4:00 PM,80.1,Clear,0,8,10,16,8/10/2017 16:00
233,10-Aug,Thursday,5:00 PM,78.1,Clear,0,8,10,17,8/10/2017 17:00
234,10-Aug,Thursday,6:00 PM,75,Clear,0,8,10,18,8/10/2017 18:00
235,10-Aug,Thursday,7:00 PM,73.9,Clear,0,8,10,19,8/10/2017 19:00
236,10-Aug,Thursday,8:00 PM,73,Clear,0,8,10,20,8/10/2017 20:00
237,10-Aug,Thursday,9:00 PM,73,Clear,0,8,10,21,8/10/2017 21:00
238,10-Aug,Thursday,10:00 PM,72,Clear,0,8,10,22,8/10/2017 22:00
239,10-Aug,Thursday,11:00 PM,71.1,Clear,0,8,10,23,8/10/2017 23:00
240,11-Aug,Friday,12:00 AM,71.1,Clear,0,8,11,0,8/11/2017 0:00
241,11-Aug,Friday,1:00 AM,71.1,Clear,0,8,11,1,8/11/2017 1:00
242,11-Aug,Friday,2:00 AM,72,Clear,0,8,11,2,8/11/2017 2:00
243,11-Aug,Friday,3:00 AM,72,Clear,0,8,11,3,8/11/2017 3:00
244,11-Aug,Friday,4:00 AM,70,Clear,0,8,11,4,8/11/2017 4:00
245,11-Aug,Friday,5:00 AM,70,Clear,0,8,11,5,8/11/2017 5:00
246,11-Aug,Friday,6:00 AM,70,Clear,0,8,11,6,8/11/2017 6:00
247,11-Aug,Friday,7:00 AM,71.1,Clear,0,8,11,7,8/11/2017 7:00
248,11-Aug,Friday,8:00 AM,73.9,Clear,0,8,11,8,8/11/2017 8:00
249,11-Aug,Friday,9:00 AM,75.9,Clear,0,8,11,9,8/11/2017 9:00
250,11-Aug,Friday,10:00 AM,78.1,Scattered Clouds,0,8,11,10,8/11/2017 10:00
251,11-Aug,Friday,11:00 AM,80.1,Mostly Cloudy,4,8,11,11,8/11/2017 11:00
252,11-Aug,Friday,12:00 PM,80.1,Partly Cloudy,5,8,11,12,8/11/2017 12:00
253,11-Aug,Friday,1:00 PM,80.1,Partly Cloudy,5,8,11,13,8/11/2017 13:00
254,11-Aug,Friday,2:00 PM,81,Mostly Cloudy,4,8,11,14,8/11/2017 14:00
255,11-Aug,Friday,3:00 PM,78.1,Mostly Cloudy,4,8,11,15,8/11/2017 15:00
256,11-Aug,Friday,4:00 PM,75.9,Partly Cloudy,5,8,11,16,8/11/2017 16:00
257,11-Aug,Friday,5:00 PM,75.9,Clear,0,8,11,17,8/11/2017 17:00
258,11-Aug,Friday,6:00 PM,75,Overcast,4,8,11,18,8/11/2017 18:00
259,11-Aug,Friday,7:00 PM,73.9,Overcast,4,8,11,19,8/11/2017 19:00
260,11-Aug,Friday,8:00 PM,73.9,Overcast,4,8,11,20,8/11/2017 20:00
261,11-Aug,Friday,9:00 PM,73,Overcast,4,8,11,21,8/11/2017 21:00
262,11-Aug,Friday,10:00 PM,73,Mostly Cloudy,4,8,11,22,8/11/2017 22:00
263,11-Aug,Friday,11:00 PM,73,Mostly Cloudy,4,8,11,23,8/11/2017 23:00
264,12-Aug,Saturday,12:00 AM,71.1,Light Rain,3,8,12,0,8/12/2017 0:00
265,12-Aug,Saturday,1:00 AM,66.9,Light Rain,3,8,12,1,8/12/2017 1:00
266,12-Aug,Saturday,2:00 AM,64,Light Rain,3,8,12,2,8/12/2017 2:00
267,12-Aug,Saturday,3:00 AM,64.9,Overcast,4,8,12,3,8/12/2017 3:00
268,12-Aug,Saturday,4:00 AM,64.9,Overcast,4,8,12,4,8/12/2017 4:00
269,12-Aug,Saturday,5:00 AM,64.9,Overcast,4,8,12,5,8/12/2017 5:00
270,12-Aug,Saturday,6:00 AM,64.4,Scattered Clouds,0,8,12,6,8/12/2017 6:00
271,12-Aug,Saturday,7:00 AM,64.9,Mostly Cloudy,4,8,12,7,8/12/2017 7:00
272,12-Aug,Saturday,8:00 AM,66.9,Scattered Clouds,0,8,12,8,8/12/2017 8:00
273,12-Aug,Saturday,9:00 AM,72,Mostly Cloudy,4,8,12,9,8/12/2017 9:00
274,12-Aug,Saturday,10:00 AM,72,Mostly Cloudy,4,8,12,10,8/12/2017 10:00
275,12-Aug,Saturday,11:00 AM,73,Overcast,4,8,12,11,8/12/2017 11:00
276,12-Aug,Saturday,12:00 PM,73,Overcast,4,8,12,12,8/12/2017 12:00
277,12-Aug,Saturday,1:00 PM,73,Overcast,4,8,12,13,8/12/2017 13:00
278,12-Aug,Saturday,2:00 PM,75,Overcast,4,8,12,14,8/12/2017 14:00
279,12-Aug,Saturday,3:00 PM,75,Overcast,4,8,12,15,8/12/2017 15:00
280,12-Aug,Saturday,4:00 PM,75.9,Overcast,4,8,12,16,8/12/2017 16:00
281,12-Aug,Saturday,5:00 PM,77,Overcast,4,8,12,17,8/12/2017 17:00
282,12-Aug,Saturday,6:00 PM,75,Mostly Cloudy,4,8,12,18,8/12/2017 18:00
283,12-Aug,Saturday,7:00 PM,73.9,Mostly Cloudy,4,8,12,19,8/12/2017 19:00
284,12-Aug,Saturday,8:00 PM,73.9,Mostly Cloudy,4,8,12,20,8/12/2017 20:00
285,12-Aug,Saturday,9:00 PM,73.9,Mostly Cloudy,4,8,12,21,8/12/2017 21:00
286,12-Aug,Saturday,10:00 PM,73.9,Mostly Cloudy,4,8,12,22,8/12/2017 22:00
287,12-Aug,Saturday,11:00 PM,75,Mostly Cloudy,4,8,12,23,8/12/2017 23:00
288,13-Aug,Sunday,12:00 AM,73.4,Overcast,4,8,13,0,8/13/2017 0:00
289,13-Aug,Sunday,1:00 AM,73.9,Mostly Cloudy,4,8,13,1,8/13/2017 1:00
